Name,GlyphsName,ps_name,AGL,Order,USV,Dir,shapeOrder,DesignerOrder,Fonts,base,Glyphsbase,above,below,center,ring,through,aboveLeft,MirrorGlyph,UnicodeVer,old name / commet,bcp47tags,OTLang,Feat,,GlyphsAppName,Sort,
absKehehTwoDotsAboveIni,kehehTwodotshorizontalabove-ar.init,uni063B.init,,1113,,AL,863,784,SH,absKafIni,kaf-ar.init,_dot2h,,,,,,,5.1,,,,,,,3615.003,
absKehehThreeDotsBelow,kehehThreedotsbelow-ar,uni063C,,504,063C,AL,830,785,SH,absKeheh,keheh-ar,,_dot3d,,,,,,5.1,,,,,,kehehThreedotsbelow-ar,3616,
absKehehThreeDotsBelowFin,kehehThreedotsbelow-ar.fina,uni063C.fina,,761,,AL,844,786,SH,absKehehFin,keheh-ar.fina,,_dot3d,,,,,,5.1,,,,,,,3616.001,
absKehehThreeDotsBelowMed,kehehThreedotsbelow-ar.medi,uni063C.medi,,951,,AL,884,787,SH,absKafMed,kaf-ar.medi,,_dot3d,,,,,,5.1,,,,,,,3616.002,
absKehehThreeDotsBelowIni,kehehThreedotsbelow-ar.init,uni063C.init,,1114,,AL,864,788,SH,absKafIni,kaf-ar.init,,_dot3d,,,,,,5.1,,,,,,,3616.003,
absKehehDotAbove,kehehDotabove-ar,uni0762,,500,0762,AL,826,789,SHL,absKeheh,keheh-ar,_dot1,,,,,,,,,,,,,kehehDotabove-ar,3617,
absKehehDotAboveFin,kehehDotabove-ar.fina,uni0762.fina,,757,,AL,840,790,SHL,absKehehFin,keheh-ar.fina,_dot1,,,,,,,,,,,,,,3617.001,
absKehehDotAboveMed,kehehDotabove-ar.medi,uni0762.medi,,947,,AL,880,791,SHL,absKafMed,kaf-ar.medi,_dot1,,,,,,,,,,,,,,3617.002,
absKehehDotAboveIni,kehehDotabove-ar.init,uni0762.init,,1110,,AL,860,792,SHL,absKafIni,kaf-ar.init,_dot1,,,,,,,,,,,,,,3617.003,
absKehehThreeDotsAbove,kehehThreedotsabove-ar,uni0763,,501,0763,AL,827,793,SHLM,absKeheh,keheh-ar,_dot3u,,,,,,,,,,,,,kehehThreedotsabove-ar,3618,
absKehehThreeDotsAboveFin,kehehThreedotsabove-ar.fina,uni0763.fina,,758,,AL,841,794,SHLM,absKehehFin,keheh-ar.fina,_dot3u,,,,,,,,,,,,,,3618.001,
absKehehThreeDotsAboveMed,kehehThreedotsabove-ar.medi,uni0763.medi,,948,,AL,881,795,SHLM,absKafMed,kaf-ar.medi,_dot3u,,,,,,,,,,,,,,3618.002,
absKehehThreeDotsAboveIni,kehehThreedotsabove-ar.init,uni0763.init,,1111,,AL,861,796,SHLM,absKafIni,kaf-ar.init,_dot3u,,,,,,,,,,,,,,3618.003,
absKehehThreeDotsUpBelow,kehehThreedotsupbelow-ar,uni0764,,502.1,0764,AL,828,797,SL,absKeheh,keheh-ar,,_dot3u,,,,,,,,,,,,kehehThreedotsupbelow-ar,3619,
absKehehThreeDotsUpwardBelow,kehehThreedotsupbelow-ar,uni0764,,502,0764,AL,828,798,H,absKeheh,keheh-ar,,_dot3u,,,,,,,,,,,,kehehThreedotsupbelow-ar,3619,
absKehehThreeDotsUpBelowFin,kehehThreedotsupbelow-ar.fina,uni0764.fina,,759.1,,AL,842,799,SL,absKehehFin,keheh-ar.fina,,_dot3u,,,,,,,,,,,,,3619.001,
absKehehThreeDotsUpwardBelowFin,kehehThreedotsupbelow-ar.fina,uni0764.fina,,759,,AL,842,800,H,absKehehFin,keheh-ar.fina,,_dot3u,,,,,,,,,,,,,3619.001,
absKehehThreeDotsUpBelowMed,kehehThreedotsupbelow-ar.medi,uni0764.medi,,949.1,,AL,882,801,SL,absKafMed,kaf-ar.medi,,_dot3u,,,,,,,,,,,,,3619.002,
absKehehThreeDotsUpwardBelowMed,kehehThreedotsupbelow-ar.medi,uni0764.medi,,949,,AL,882,802,H,absKafMed,kaf-ar.medi,,_dot3u,,,,,,,,,,,,,3619.002,
absKehehThreeDotsUpBelowIni,kehehThreedotsupbelow-ar.init,uni0764.init,,1112.1,,AL,862,803,SL,absKafIni,kaf-ar.init,,_dot3u,,,,,,,,,,,,,3619.003,
absKehehThreeDotsUpwardBelowIni,kehehThreedotsupbelow-ar.init,uni0764.init,,1112,,AL,862,804,H,absKafIni,kaf-ar.init,,_dot3u,,,,,,,,,,,,,3619.003,
absGaf,gaf-ar,uni06AF,,494,06AF,AL,820,805,SHLM,absKeheh,keheh-ar,_gafBarShort,,,,,,,,,,,,,gaf-ar,3620,
absGafFin,gaf-ar.fina,uni06AF.fina,,751,,AL,834,806,SHLM,absKehehFin,keheh-ar.fina,_gafBar,,,,,,,,,,,,,,3620.001,
absGafMed,gaf-ar.medi,uni06AF.medi,,941,,AL,874,807,SHLM,absKafMed,kaf-ar.medi,_gafBar,,,,,,,,,,,,,,3620.002,
absGafIni,gaf-ar.init,uni06AF.init,,1104,,AL,854,808,SHLM,absKafIni,kaf-ar.init,_gafBarShort,,,,,,,,,,,,,,3620.003,
absGafRing,gafRing-ar,uni06B0,,495,06B0,AL,821,809,SL,absKeheh,keheh-ar,_gafBarShort,,,_ring,,,,,,,,,,gafRing-ar,3625,
absGafRingFin,gafRing-ar.fina,uni06B0.fina,,752,,AL,835,810,SL,absKehehFin,keheh-ar.fina,_gafBar,,,_ring,,,,,,,,,,,3625.001,
absGafRingMed,gafRing-ar.medi,uni06B0.medi,,942,,AL,875,811,SL,absKafMed,kaf-ar.medi,_gafBar,,,_ring,,,,,,,,,,,3625.002,
absGafRingIni,gafRing-ar.init,uni06B0.init,,1105,,AL,855,812,SL,absKafIni,kaf-ar.init,_gafBarShort,,,_ring,,,,,,,,,,,3625.003,
absGafThreeDotsAbove,gafThreedots-ar,uni06B4,,499,06B4,AL,825,813,SL,absKeheh,keheh-ar,_gafBarShort_dot3u,,,,,,,,,,,,,gafThreedots-ar,3626,
absGafThreeDotsAboveFin,gafThreedots-ar.fina,uni06B4.fina,,756,,AL,839,814,SL,absKehehFin,keheh-ar.fina,_gafBar_dot3u,,,,,,,,,,,,,,3626.001,
absGafThreeDotsAboveMed,gafThreedots-ar.medi,uni06B4.medi,,946,,AL,879,815,SL,absKafMed,kaf-ar.medi,_gafBar_dot3u,,,,,,,,,,,,,,3626.002,
absGafThreeDotsAboveIni,gafThreedots-ar.init,uni06B4.init,,1109,,AL,859,816,SL,absKafIni,kaf-ar.init,_gafBarShort_dot3u,,,,,,,,,,,,,,3626.003,
absSwashKaf,kafswash-ar,uni06AA,,506,06AA,AL,886,817,*,,,,,,,,,,,,,,,,kafswash-ar,3627,
absSwashKafFin,kafswash-ar.fina,uni06AA.fina,,763,,AL,887,818,*,,,,,,,,,,,,,,,,,3627.001,
absSwashKafMed,kafswash-ar.medi,uni06AA.medi,,953,,AL,889,819,*,,,,,,,,,,,,,,,,,3627.002,
absSwashKafIni,kafswash-ar.init,uni06AA.init,,1116,,AL,888,820,*,,,,,,,,,,,,,,,,,3627.003,
absKafRing,kafRing-ar,uni06AB,,493,06AB,AL,819,821,SL,absKeheh,keheh-ar,,,,_ring,,,,,,,,,,kafRing-ar,3628,
absKafRingFin,kafRing-ar.fina,uni06AB.fina,,750,,AL,833,822,SL,absKehehFin,keheh-ar.fina,,,,_ring,,,,,,,,,,,3628.001,
absKafRingMed,kafRing-ar.medi,uni06AB.medi,,940,,AL,873,823,SL,absKafMed,kaf-ar.medi,,,,_ring,,,,,,,,,,,3628.002,
absKafRingIni,kafRing-ar.init,uni06AB.init,,1103,,AL,853,824,SL,absKafIni,kaf-ar.init,,,,_ring,,,,,,,,,,,3628.003,
absKafDotAbove,kafDotabove-ar,uni06AC,,487,06AC,AL,807,825,SHL,absKaf,kaf-ar,_dot1,,,,,,,,,,,,,kafDotabove-ar,3629,
absKafDotAboveFin,kafDotabove-ar.fina,uni06AC.fina,,744,,AL,813,826,SHL,absKafFin,kaf-ar.fina,_dot1,,,,,,,,,,,,,,3629.001,
absKafDotAboveMed,kafDotabove-ar.medi,uni06AC.medi,,934,,AL,867,827,SHL,absKafMed,kaf-ar.medi,_dot1,,,,,,,,,,,,,,3629.002,
absKafDotAboveIni,kafDotabove-ar.init,uni06AC.init,,1097,,AL,847,828,SHL,absKafIni,kaf-ar.init,_dot1,,,,,,,,,,,,,,3629.003,
absKafTwoDotsAbove,kafTwodotshorizontalabove-ar,uni077F,,490,077F,AL,810,829,SH,absKaf,kaf-ar,_dot2h,,,,,,,5.1,,,,,,kafTwodotshorizontalabove-ar,3630,
absKafTwoDotsAboveFin,kafTwodotshorizontalabove-ar.fina,uni077F.fina,,747,,AL,816,830,SH,absKafFin,kaf-ar.fina,_dot2h,,,,,,,5.1,,,,,,,3630.001,
absKafTwoDotsAboveMed,kafTwodotshorizontalabove-ar.medi,uni077F.medi,,937,,AL,870,831,SH,absKafMed,kaf-ar.medi,_dot2h,,,,,,,5.1,,,,,,,3630.002,
absKafTwoDotsAboveIni,kafTwodotshorizontalabove-ar.init,uni077F.init,,1100,,AL,850,832,SH,absKafIni,kaf-ar.init,_dot2h,,,,,,,5.1,,,,,,,3630.003,
absKafThreeDotsBelow,kafThreedotsbelow-ar,uni06AE,,491,06AE,AL,811,833,SHL,absKaf,kaf-ar,,_dot3d,,,,,,,,,,,,kafThreedotsbelow-ar,3631,
absKafThreeDotsBelowFin,kafThreedotsbelow-ar.fina,uni06AE.fina,,748,,AL,817,834,SHL,absKafFin,kaf-ar.fina,,_dot3d,,,,,,,,,,,,,3631.001,
absKafThreeDotsBelowMed,kafThreedotsbelow-ar.medi,uni06AE.medi,,938,,AL,871,835,SHL,absKafMed,kaf-ar.medi,,_dot3d,,,,,,,,,,,,,3631.002,
absKafThreeDotsBelowIni,kafThreedotsbelow-ar.init,uni06AE.init,,1101,,AL,851,836,SHL,absKafIni,kaf-ar.init,,_dot3d,,,,,,,,,,,,,3631.003,
absGafTwoDotsBelow,gafTwodotsbelow-ar,uni06B2,,497,06B2,AL,823,837,SL,absKeheh,keheh-ar,_gafBarShort,_dot2h,,,,,,,,,,,,gafTwodotsbelow-ar,3632,
absGafTwoDotsBelowFin,gafTwodotsbelow-ar.fina,uni06B2.fina,,754,,AL,837,838,SL,absKehehFin,keheh-ar.fina,_gafBar,_dot2h,,,,,,,,,,,,,3632.001,
absGafTwoDotsBelowMed,gafTwodotsbelow-ar.medi,uni06B2.medi,,944,,AL,877,839,SL,absKafMed,kaf-ar.medi,_gafBar,_dot2h,,,,,,,,,,,,,3632.002,
absGafTwoDotsBelowIni,gafTwodotsbelow-ar.init,uni06B2.init,,1107,,AL,857,840,SL,absKafIni,kaf-ar.init,_gafBarShort,_dot2h,,,,,,,,,,,,,3632.003,
absGafInvertedStroke,gafInvertedstroke-ar,uni08B0,,505,08B0,AL,831,841,S,absKeheh,keheh-ar,,,_gafBarCenter,,,,,7.0,,,,,,gafInvertedstroke-ar,3633,
absGafInvertedStrokeFin,gafInvertedstroke-ar.fina,uni08B0.fina,,762,,AL,845,842,S,absKehehFin,keheh-ar.fina,,,_gafBarCenter,,,,,7.0,,,,,,,3633.001,
absGafInvertedStrokeMed,gafInvertedstroke-ar.medi,uni08B0.medi,,952,,AL,885,843,S,absKafMed,kaf-ar.medi,,,_gafBarCenter,,,,,7.0,,,,,,,3633.002,
absGafInvertedStrokeIni,gafInvertedstroke-ar.init,uni08B0.init,,1115,,AL,865,844,S,absKafIni,kaf-ar.init,,,_gafBarCenter,,,,,7.0,,,,,,,3633.003,
absNg,ng-ar,uni06AD,,489,06AD,AL,809,845,SHLM,absKaf,kaf-ar,_dot3u,,,,,,,,,,,,,ng-ar,3634,
absNgFin,ng-ar.fina,uni06AD.fina,,746,,AL,815,846,SHLM,absKafFin,kaf-ar.fina,_dot3u,,,,,,,,,,,,,,3634.001,
absNgMed,ng-ar.medi,uni06AD.medi,,936,,AL,869,847,SHLM,absKafMed,kaf-ar.medi,_dot3u,,,,,,,,,,,,,,3634.002,
absNgIni,ng-ar.init,uni06AD.init,,1099,,AL,849,848,SHLM,absKafIni,kaf-ar.init,_dot3u,,,,,,,,,,,,,,3634.003,
absNgoeh,ngoeh-ar,uni06B1,,496,06B1,AL,822,849,SL,absKeheh,keheh-ar,_gafBarShort_dot2h,,,,,,,,,,,,,ngoeh-ar,3639,
absNgoehFin,ngoeh-ar.fina,uni06B1.fina,,753,,AL,836,850,SL,absKehehFin,keheh-ar.fina,_gafBar_dot2h,,,,,,,,,,,,,,3639.001,
absNgoehMed,ngoeh-ar.medi,uni06B1.medi,,943,,AL,876,851,SL,absKafMed,kaf-ar.medi,_gafBar_dot2h,,,,,,,,,,,,,,3639.002,
absNgoehIni,ngoeh-ar.init,uni06B1.init,,1106,,AL,856,852,SL,absKafIni,kaf-ar.init,_gafBarShort_dot2h,,,,,,,,,,,,,,3639.003,
absGueh,gueh-ar,uni06B3,,498,06B3,AL,824,853,SL,absKeheh,keheh-ar,_gafBarShort,_dot2v,,,,,,,,,,,,gueh-ar,3644,
absGuehFin,gueh-ar.fina,uni06B3.fina,,755,,AL,838,854,SL,absKehehFin,keheh-ar.fina,_gafBar,_dot2v,,,,,,,,,,,,,3644.001,
absGuehMed,gueh-ar.medi,uni06B3.medi,,945,,AL,878,855,SL,absKafMed,kaf-ar.medi,_gafBar,_dot2v,,,,,,,,,,,,,3644.002,
absGuehIni,gueh-ar.init,uni06B3.init,,1108,,AL,858,856,SL,absKafIni,kaf-ar.init,_gafBarShort,_dot2v,,,,,,,,,,,,,3644.003,
absLam,lam-ar,uni0644,,507,0644,AL,890,857,*,,,,,,,,,,,,,,,,lam-ar,3659,
absLamFin,lam-ar.fina,uni0644.fina,,764,,AL,897,858,*,,,,,,,,,,,,,,,,,3659.001,
absLamMed,lam-ar.medi,uni0644.medi,,954,,AL,911,859,*,,,,,,,,,,,,,,,,,3659.002,
absLamIni,lam-ar.init,uni0644.init,,1117,,AL,904,860,*,,,,,,,,,,,,,,,,,3659.003,
absLamMed.preAlef,lam-ar.preAlef.medi,uni0644.preAlef.medi,,1487,,AL,1134,861,*,,,,,,,,,,,,,,,,,3659.122,
absLamIni.preAlef,lam-ar.preAlef.init,uni0644.preAlef.init,,1465,,AL,1113,862,*,,,,,,,,,,,,,,,,,3659.123,
absLamSmallV,lamVabove-ar,uni06B5,,508,06B5,AL,891,863,SHL,absLam,lam-ar,_smallV,,,,,,,,,,,,,lamVabove-ar,3664,
absLamSmallVFin,lamVabove-ar.fina,uni06B5.fina,,765,,AL,898,864,SHL,absLamFin,lam-ar.fina,_smallV,,,,,,,,,,,,,,3664.001,
absLamSmallVMed,lamVabove-ar.medi,uni06B5.medi,,955,,AL,912,865,SHL,absLamMed,lam-ar.medi,_smallV,,,,,,,,,,,,,,3664.002,
absLamSmallVIni,lamVabove-ar.init,uni06B5.init,,1118,,AL,905,866,SHL,absLamIni,lam-ar.init,_smallV,,,,,,,,,,,,,,3664.003,
absLamSmallVMed.preAlef,lamVabove-ar.preAlef.medi,uni06B5.preAlef.medi,,1488,,AL,1135,867,SHL,absLamMed.preAlef,lam-ar.preAlef.medi,_smallV,,,,,,,,,,,,,,3664.122,
absLamSmallVIni.preAlef,lamVabove-ar.preAlef.init,uni06B5.preAlef.init,,1466,,AL,1114,868,SHL,absLamIni.preAlef,lam-ar.preAlef.init,_smallV,,,,,,,,,,,,,,3664.123,
absLamDotAbove,lamDotabove-ar,uni06B6,,509,06B6,AL,892,869,SHL,absLam,lam-ar,_dot1,,,,,,,,,,,,,lamDotabove-ar,3665,
absLamDotAboveFin,lamDotabove-ar.fina,uni06B6.fina,,766,,AL,899,870,SHL,absLamFin,lam-ar.fina,_dot1,,,,,,,,,,,,,,3665.001,
absLamDotAboveMed,lamDotabove-ar.medi,uni06B6.medi,,956,,AL,913,871,SHL,absLamMed,lam-ar.medi,_dot1,,,,,,,,,,,,,,3665.002,
absLamDotAboveIni,lamDotabove-ar.init,uni06B6.init,,1119,,AL,906,872,SHL,absLamIni,lam-ar.init,_dot1,,,,,,,,,,,,,,3665.003,
absLamDotAboveMed.preAlef,lamDotabove-ar.preAlef.medi,uni06B6.preAlef.medi,,1489,,AL,1136,873,SHL,absLamMed.preAlef,lam-ar.preAlef.medi,_dot1,,,,,,,,,,,,,,3665.122,
absLamDotAboveIni.preAlef,lamDotabove-ar.preAlef.init,uni06B6.preAlef.init,,1467,,AL,1115,874,SHL,absLamIni.preAlef,lam-ar.preAlef.init,_dot1,,,,,,,,,,,,,,3665.123,
absLamThreeDotsAbove,lamThreedotsabove-ar,uni06B7,,510,06B7,AL,893,875,SHL,absLam,lam-ar,_dot3u,,,,,,,,,,,,,lamThreedotsabove-ar,3666,
absLamThreeDotsAboveFin,lamThreedotsabove-ar.fina,uni06B7.fina,,767,,AL,900,876,SHL,absLamFin,lam-ar.fina,_dot3u,,,,,,,,,,,,,,3666.001,
absLamThreeDotsAboveMed,lamThreedotsabove-ar.medi,uni06B7.medi,,957,,AL,914,877,SHL,absLamMed,lam-ar.medi,_dot3u,,,,,,,,,,,,,,3666.002,
absLamThreeDotsAboveIni,lamThreedotsabove-ar.init,uni06B7.init,,1120,,AL,907,878,SHL,absLamIni,lam-ar.init,_dot3u,,,,,,,,,,,,,,3666.003,
absLamThreeDotsAboveMed.preAlef,lamThreedotsabove-ar.preAlef.medi,uni06B7.preAlef.medi,,1490,,AL,1137,879,SHL,absLamMed.preAlef,lam-ar.preAlef.medi,_dot3u,,,,,,,,,,,,,,3666.122,
absLamThreeDotsAboveIni.preAlef,lamThreedotsabove-ar.preAlef.init,uni06B7.preAlef.init,,1468,,AL,1116,880,SHL,absLamIni.preAlef,lam-ar.preAlef.init,_dot3u,,,,,,,,,,,,,,3666.123,
absLamThreeDotsBelow,lamThreedotsbelow-ar,uni06B8,,511,06B8,AL,894,881,SHL,absLam,lam-ar,,_dot3d,,,,,,,,,,,,lamThreedotsbelow-ar,3667,
absLamThreeDotsBelowFin,lamThreedotsbelow-ar.fina,uni06B8.fina,,768,,AL,901,882,SHL,absLamFin,lam-ar.fina,,_dot3d,,,,,,,,,,,,,3667.001,
absLamThreeDotsBelowMed,lamThreedotsbelow-ar.medi,uni06B8.medi,,958,,AL,915,883,SHL,absLamMed,lam-ar.medi,,_dot3d,,,,,,,,,,,,,3667.002,
absLamThreeDotsBelowIni,lamThreedotsbelow-ar.init,uni06B8.init,,1121,,AL,908,884,SHL,absLamIni,lam-ar.init,,_dot3d,,,,,,,,,,,,,3667.003,
absLamThreeDotsBelowMed.preAlef,lamThreedotsbelow-ar.preAlef.medi,uni06B8.preAlef.medi,,1491,,AL,1138,885,SHL,absLamMed.preAlef,lam-ar.preAlef.medi,,_dot3d,,,,,,,,,,,,,3667.122,
absLamThreeDotsBelowIni.preAlef,lamThreedotsbelow-ar.preAlef.init,uni06B8.preAlef.init,,1469,,AL,1117,886,SHL,absLamIni.preAlef,lam-ar.preAlef.init,,_dot3d,,,,,,,,,,,,,3667.123,
absLamBar,lamBar-ar,uni076A,,513,076A,AL,895,887,SHL,absLam,lam-ar,,,,,_bar,,,,,,,,,lamBar-ar,3832,
absLamBarFin,lamBar-ar.fina,uni076A.fina,,770,,AL,902,888,SHL,absLamFin,lam-ar.fina,,,,,_bar,,,,,,,,,,3832.001,
absLamBarMed,lamBar-ar.medi,uni076A.medi,,960,,AL,916,889,SHL,absLamMed,lam-ar.medi,,,,,_bar,,,,,,,,,,3832.002,
absLamBarIni,lamBar-ar.init,uni076A.init,,1123,,AL,909,890,SHL,absLamIni,lam-ar.init,,,,,_bar,,,,,,,,,,3832.003,
absLamBarMed.preAlef,lamBar-ar.preAlef.medi,uni076A.preAlef.medi,,1493,,AL,1139,891,SHL,absLamMed.preAlef,lam-ar.preAlef.medi,,,,,_bar,,,,,,,,,,3832.122,
absLamBarIni.preAlef,lamBar-ar.preAlef.init,uni076A.preAlef.init,,1471,,AL,1118,892,SHL,absLamIni.preAlef,lam-ar.preAlef.init,,,,,_bar,,,,,,,,,,3832.123,
absLamDoubleBar,lamDoublebar-ar,uni08A6,,514,08A6,AL,896,893,SH,absLam,lam-ar,,,,,_bar2,,,6.1,,,,,,lamDoublebar-ar,3668,
absLamDoubleBarFin,lamDoublebar-ar.fina,uni08A6.fina,,771,,AL,903,894,SH,absLamFin,lam-ar.fina,,,,,_bar2,,,6.1,,,,,,,3668.001,
absLamDoubleBarMed,lamDoublebar-ar.medi,uni08A6.medi,,961,,AL,917,895,SH,absLamMed,lam-ar.medi,,,,,_bar2,,,6.1,,,,,,,3668.002,
absLamDoubleBarIni,lamDoublebar-ar.init,uni08A6.init,,1124,,AL,910,896,SH,absLamIni,lam-ar.init,,,,,_bar2,,,6.1,,,,,,,3668.003,
absLamDoubleBarMed.preAlef,lamDoublebar-ar.preAlef.medi,uni08A6.preAlef.medi,,1494,,AL,1140,897,SH,absLamMed.preAlef,lam-ar.preAlef.medi,,,,,_bar2,,,6.1,,,,,,,3668.122,
absLamDoubleBarIni.preAlef,lamDoublebar-ar.preAlef.init,uni08A6.preAlef.init,,1472,,AL,1119,898,SH,absLamIni.preAlef,lam-ar.preAlef.init,,,,,_bar2,,,6.1,,,,,,,3668.123,
absLamHamzaIni.preAlef,lam_hamza-ar.preAlef.init,uni0644_uni0621.preAlef.init,,1473,,AL,1120,899,H,absLamIni.preAlef,lam-ar.preAlef.init,_hamza,,,,,,,,,,,,,,,not found
absLamHamzaIni.preAlef.warsh,lam_hamza-ar.preAlef.warsh.init,uni0644_uni0621.preAlef.warsh.init,,1474,,AL,1121,900,H,absLamIni.preAlef,lam-ar.preAlef.init,_hamza,,,,,,,,in Warsh these touch,,,"cv02=1,2",,,,not found
absMeem,meem-ar,uni0645,,515,0645,AL,918,901,*,,,,,,,,,,,,,,,,meem-ar,3669,
absMeemFin,meem-ar.fina,uni0645.fina,,772,,AL,922,902,*,,,,,,,,,,,,,,,,,3669.001,
absMeemMed,meem-ar.medi,uni0645.medi,,962,,AL,930,903,*,,,,,,,,,,,,,,,,,3669.002,
absMeemIni,meem-ar.init,uni0645.init,,1125,,AL,926,904,*,,,,,,,,,,,,,,,,,3669.003,
absMeem.sindhi,meem-ar.sindhi,uni0645.sindhi,,516,,AL,934,905,SHL,,,,,,,,,,,Sindhi,sd,SND,cv44=1,,,3669.13,
absMeemFin.sindhi,meem-ar.sindhi.fina,uni0645.sindhi.fina,,773,,AL,939,906,SHL,,,,,,,,,,,Sindhi,,,,,,3669.131,
absMeemDotAbove,meemDotabove-ar,uni0765,,517,0765,AL,919,907,SHL,absMeem,meem-ar,_dot1,,,,,,,,,,,,,meemDotabove-ar,3827,
absMeemDotAboveFin,meemDotabove-ar.fina,uni0765.fina,,774,,AL,923,908,SHL,absMeemFin,meem-ar.fina,_dot1,,,,,,,,,,,,,,3827.001,
absMeemDotAboveMed,meemDotabove-ar.medi,uni0765.medi,,963,,AL,931,909,SHL,absMeemMed,meem-ar.medi,_dot1,,,,,,,,,,,,,,3827.002,
absMeemDotAboveIni,meemDotabove-ar.init,uni0765.init,,1126,,AL,927,910,SHL,absMeemIni,meem-ar.init,_dot1,,,,,,,,,,,,,,3827.003,
absMeemDotAbove.sindhi,meemDotabove-ar.sindhi,uni0765.sindhi,,518,,AL,937,911,SHL,absMeem.sindhi,meem-ar.sindhi,_dot1,,,,,,,,Sindhi,sd,SND,cv44=1,,,3827.13,
absMeemDotAboveFin.sindhi,meemDotabove-ar.sindhi.fina,uni0765.sindhi.fina,,775,,AL,940,912,SHL,absMeemFin.sindhi,meem-ar.sindhi.fina,_dot1,,,,,,,,Sindhi,,,,,,3827.131,
absMeemDotBelow,meemDotbelow-ar,uni0766,,519,0766,AL,920,913,SHL,absMeem,meem-ar,,_dot1,,,,,,,,,,,,meemDotbelow-ar,3828,
absMeemDotBelowFin,meemDotbelow-ar.fina,uni0766.fina,,776,,AL,924,914,SHL,absMeemFin,meem-ar.fina,,_dot1,,,,,,,,,,,,,3828.001,
absMeemDotBelowMed,meemDotbelow-ar.medi,uni0766.medi,,964,,AL,932,915,SHL,absMeemMed,meem-ar.medi,,_dot1,,,,,,,,,,,,,3828.002,
absMeemDotBelowIni,meemDotbelow-ar.init,uni0766.init,,1127,,AL,928,916,SHL,absMeemIni,meem-ar.init,,_dot1,,,,,,,,,,,,,3828.003,
absMeemDotBelow.sindhi,meemDotbelow-ar.sindhi,uni0766.sindhi,,520,,AL,938,917,SHL,absMeem.sindhi,meem-ar.sindhi,,_dot1,,,,,,,Sindhi,sd,SND,cv44=1,,,3828.13,
absMeemDotBelowFin.sindhi,meemDotbelow-ar.sindhi.fina,uni0766.sindhi.fina,,777,,AL,941,918,SHL,absMeemFin.sindhi,meem-ar.sindhi.fina,,_dot1,,,,,,,Sindhi,,,,,,3828.131,
absMeemThreeDotsAbove,meemThreedotsabove-ar,uni08A7,,521,08A7,AL,921,919,SH,absMeem,meem-ar,_dot3u,,,,,,,6.1,,,,,,meemThreedotsabove-ar,3674,
absMeemThreeDotsAboveFin,meemThreedotsabove-ar.fina,uni08A7.fina,,778,,AL,925,920,SH,absMeemFin,meem-ar.fina,_dot3u,,,,,,,6.1,,,,,,,3674.001,
absMeemThreeDotsAboveMed,meemThreedotsabove-ar.medi,uni08A7.medi,,965,,AL,933,921,SH,absMeemMed,meem-ar.medi,_dot3u,,,,,,,6.1,,,,,,,3674.002,
absMeemThreeDotsAboveIni,meemThreedotsabove-ar.init,uni08A7.init,,1128,,AL,929,922,SH,absMeemIni,meem-ar.init,_dot3u,,,,,,,6.1,,,,,,,3674.003,
absMeemThreeDotsAbove.sindhi,meemThreedotsabove-ar.sindhi,uni08A7.sindhi,,522,,AL,935,923,SH,absMeem.sindhi,meem-ar.sindhi,_dot3u,,,,,,,,Sindhi,sd,SND,cv44=1,,,3674.13,
absMeemThreeDotsAboveFin.sindhi,meemThreedotsabove-ar.sindhi.fina,uni08A7.sindhi.fina,,779,,AL,942,924,SH,absMeemFin.sindhi,meem-ar.sindhi.fina,_dot3u,,,,,,,,Sindhi,,,,,,3674.131,
absNoon,noon-ar,uni0646,,523,0646,AL,945,925,SHLM,absNoonGhunna,noonghunna-ar,_dot1,,,,,,,,,,,,,noon-ar,3675,
absNoonFin,noon-ar.fina,uni0646.fina,,780,,AL,955,926,SHLM,absNoonGhunnaFin,noonghunna-ar.fina,_dot1,,,,,,,,,,,,,,3675.001,
absNoonMed,noon-ar.medi,uni0646.medi,,966,,AL,1061,927,SHLM,absBehNoDotsMed,behDotless-ar.medi,_dot1,,,,,,,,,,,,,,3675.002,
absNoonIni,noon-ar.init,uni0646.init,,1129,,AL,1007,928,SHLM,absBehNoDotsIni,behDotless-ar.init,_dot1,,,,,,,,,,,,,,3675.003,
absNoonDotBelow,noonDotbelow-ar,uni06B9,,524,06B9,AL,946,929,SHL,absNoonGhunna,noonghunna-ar,_dot1,_dot1,,,,,,,,,,,,noonDotbelow-ar,3680,
absNoonDotBelowFin,noonDotbelow-ar.fina,uni06B9.fina,,781,,AL,956,930,SHL,absNoonGhunnaFin,noonghunna-ar.fina,_dot1,_dot1,,,,,,,,,,,,,3680.001,
absNoonDotBelowMed,noonDotbelow-ar.medi,uni06B9.medi,,967,,AL,1063,931,SHL,absBehNoDotsMed,behDotless-ar.medi,_dot1,_dot1,,,,,,,,,,,,,3680.002,
absNoonDotBelowIni,noonDotbelow-ar.init,uni06B9.init,,1130,,AL,1009,932,SHL,absBehNoDotsIni,behDotless-ar.init,_dot1,_dot1,,,,,,,,,,,,,3680.003,
absNoonGhunna,noonghunna-ar,uni06BA,,525,06BA,AL,943,933,SHLM,,,,,,,,,,,,,,,,noonghunna-ar,3681,
absNoonGhunnaFin,noonghunna-ar.fina,uni06BA.fina,,782,,AL,953,934,SHLM,,,,,,,,,,,,,,,,,3681.001,
